name,year,week,team,opponent,attempts,yds,tds,fl,run
ezekiel elliot,2018,10,DAL,PHI,19,151,1,0,88
ezekiel elliot,2018,11,DAL,ATL,23,122,1,0,88
ezekiel elliot,2018,12,DAL,WAS,26,121,1,0,93
ezekiel elliot,2018,13,DAL,NOR,23,75,0,0,89
ezekiel elliot,2018,14,DAL,PHI,28,113,0,0,87
ezekiel elliot,2018,15,DAL,IND,18,87,0,0,88
ezekiel elliot,2018,16,DAL,TAM,18,85,0,0,94
ezekiel elliot,2018,17,DAL,NYG,0,0,0,0,0
ezekiel elliot,2019,1,DAL,NYG,13,53,1,0,54
ezekiel elliot,2019,2,DAL,WAS,23,111,1,0,77
ezekiel elliot,2019,3,DAL,MIA,19,125,0,0,67
ezekiel elliot,2019,4,DAL,NOR,18,35,1,1,97
ezekiel elliot,2019,5,DAL,GNB,12,62,1,0,93
ezekiel elliot,2019,6,DAL,NYJ,28,105,1,0,91
ezekiel elliot,2019,7,DAL,PHI,22,111,1,0,80
ezekiel elliot,2019,9,DAL,NYG,23,139,0,0,83
ezekiel elliot,2019,10,DAL,MIN,20,47,0,0,99
ezekiel elliot,2019,11,DAL,DET,16,45,1,1,89
ezekiel elliot,2019,12,DAL,NWE,21,86,0,0,87
ezekiel elliot,2019,13,DAL,BUF,12,71,0,0,88
ezekiel elliot,2019,14,DAL,CHI,19,81,2,0,99
ezekiel elliot,2019,15,DAL,LAR,24,117,2,0,71
ezekiel elliot,2019,16,DAL,PHI,13,47,0,0,97
ezekiel elliot,2019,17,DAL,WAS,18,122,1,0,67
ezekiel elliot,2020,1,DAL,LAR,22,96,1,0,88
ezekiel elliot,2020,2,DAL,ATL,22,89,1,1,93
ezekiel elliot,2020,3,DAL,SEA,14,34,1,0,98
ezekiel elliot,2020,4,DAL,CLE,12,54,0,1,77
ezekiel elliot,2020,5,DAL,NYG,19,91,2,0,82
ezekiel elliot,2020,6,DAL,ARI,12,49,0,2,61
ezekiel elliot,2020,7,DAL,WAS,12,45,0,0,67
ezekiel elliot,2020,8,DAL,PHI,19,63,0,0,78
ezekiel elliot,2020,9,DAL,PIT,18,51,0,0,65
ezekiel elliot,2020,11,DAL,MIN,21,103,0,0,70
ezekiel elliot,2020,12,DAL,WAS,10,32,0,1,66
ezekiel elliot,2020,13,DAL,BAL,18,77,0,0,63
ezekiel elliot,2020,14,DAL,CIN,12,48,0,0,63
ezekiel elliot,2020,15,DAL,SFO,0,0,0,0,0
ezekiel elliot,2020,16,DAL,PHI,19,105,0,0,53
ezekiel elliot,2020,17,DAL,NYG,14,42,1,0,58
ezekiel elliot,2021,1,DAL,TAM,11,33,0,0,83
ezekiel elliot,2021,2,DAL,LAC,16,71,1,0,71
ezekiel elliot,2021,3,DAL,PHI,17,95,2,0,70
ezekiel elliot,2021,4,DAL,CAR,20,143,1,0,75
ezekiel elliot,2021,5,DAL,NYG,21,110,1,0,60
ezekiel elliot,2021,6,DAL,NWE,17,69,0,0,71
ezekiel elliot,2021,8,DAL,MIN,16,50,0,0,75
ezekiel elliot,2021,9,DAL,DEN,10,51,0,0,53
ezekiel elliot,2021,10,DAL,ATL,14,41,2,1,49
ezekiel elliot,2021,11,DAL,KAN,9,32,0,0,69
ezekiel elliot,2021,12,DAL,LVR,9,25,1,0,64
ezekiel elliot,2021,13,DAL,NOR,13,45,0,0,64
saquan barkley,2018,1,NYG,JAX,18,106,1,0,77
saquan barkley,2018,2,NYG,DAL,11,28,0,0,85
saquan barkley,2018,3,NYG,HOU,17,82,1,0,71
saquan barkley,2018,4,NYG,NOR,10,44,1,0,87
saquan barkley,2018,5,NYG,CAR,15,48,0,0,86
saquan barkley,2018,6,NYG,PHI,13,130,1,0,77
saquan barkley,2018,7,NYG,ATL,14,43,1,0,92
saquan barkley,2018,8,NYG,WAS,13,38,0,0,97
saquan barkley,2018,10,NYG,SFO,20,67,0,0,92
saquan barkley,2018,11,NYG,TAM,27,142,2,0,89
saquan barkley,2018,12,NYG,PHI,13,101,1,0,77
saquan barkley,2018,13,NYG,CHI,24,125,0,0,79
saquan barkley,2018,14,NYG,WAS,14,170,1,0,48
saquan barkley,2018,15,NYG,TEN,14,31,0,0,100
saquan barkley,2018,16,NYG,IND,21,43,1,0,88
saquan barkley,2018,17,NYG,DAL,17,109,1,0,83
saquan barkley,2019,1,NYG,DAL,11,120,0,0,79
saquan barkley,2019,2,NYG,BUF,18,107,1,0,88
saquan barkley,2019,3,NYG,TAM,8,10,0,0,37
saquan barkley,2019,4,NYG,WAS,0,0,0,0,0
saquan barkley,2019,5,NYG,MIN,0,0,0,0,0
saquan barkley,2019,6,NYG,NWE,0,0,0,0,0
saquan barkley,2019,7,NYG,ARI,18,72,1,0,86
saquan barkley,2019,8,NYG,DET,19,64,0,0,82
saquan barkley,2019,9,NYG,DAL,14,28,0,0,82
saquan barkley,2019,10,NYG,NYJ,13,1,0,0,81
saquan barkley,2019,12,NYG,CHI,17,59,0,0,97
saquan barkley,2019,13,NYG,GNB,19,83,0,0,95
saquan barkley,2019,14,NYG,PHI,17,66,0,0,94
saquan barkley,2019,15,NYG,MIA,24,112,2,0,79
saquan barkley,2019,16,NYG,WAS,22,189,1,0,97
saquan barkley,2019,17,NYG,PHI,17,92,1,0,86
saquan barkley,2020,1,NYG,PIT,15,6,0,0,87
saquan barkley,2020,2,NYG,CHI,4,28,0,0,12
saquan barkley,2020,3,NYG,SFO,0,0,0,0,0
saquan barkley,2020,4,NYG,LAR,0,0,0,0,0
saquan barkley,2020,5,NYG,DAL,0,0,0,0,0
saquan barkley,2020,6,NYG,WAS,0,0,0,0,0
saquan barkley,2020,7,NYG,PHI,0,0,0,0,0
saquan barkley,2020,8,NYG,TAM,0,0,0,0,0
saquan barkley,2020,9,NYG,WAS,0,0,0,0,0
saquan barkley,2020,10,NYG,PHI,0,0,0,0,0
saquan barkley,2020,12,NYG,CIN,0,0,0,0,0
saquan barkley,2020,13,NYG,SEA,0,0,0,0,0
saquan barkley,2020,14,NYG,ARI,0,0,0,0,0
saquan barkley,2020,15,NYG,CLE,0,0,0,0,0
saquan barkley,2020,16,NYG,BAL,0,0,0,0,0
saquan barkley,2020,17,NYG,DAL,0,0,0,0,0
saquan barkley,2021,1,NYG,DEN,10,26,0,0,48
saquan barkley,2021,2,NYG,WAS,13,57,0,0,84
saquan barkley,2021,3,NYG,ATL,16,51,1,0,86
saquan barkley,2021,4,NYG,NOR,13,52,1,0,89
saquan barkley,2021,5,NYG,DAL,2,9,0,0,9
saquan barkley,2021,6,NYG,LAR,0,0,0,0,0
saquan barkley,2021,7,NYG,CAR,0,0,0,0,0
saquan barkley,2021,8,NYG,KAN,0,0,0,0,0
saquan barkley,2021,9,NYG,LVR,0,0,0,0,0
saquan barkley,2021,11,NYG,TAM,6,25,0,0,62
saquan barkley,2021,12,NYG,PHI,13,40,0,0,87
saquan barkley,2021,13,NYG,MIA,11,55,0,0,75
miles sanders,2019,1,PHI,WAS,11,25,0,0,49
miles sanders,2019,2,PHI,ATL,10,28,0,0,43
miles sanders,2019,3,PHI,DET,13,53,0,1,34
miles sanders,2019,4,PHI,GNB,11,72,0,0,35
miles sanders,2019,5,PHI,NYJ,9,15,0,0,42
miles sanders,2019,6,PHI,MIN,3,6,0,0,30
miles sanders,2019,7,PHI,DAL,6,21,0,0,53
miles sanders,2019,8,PHI,BUF,3,74,1,0,18
miles sanders,2019,9,PHI,CHI,10,42,0,0,38
miles sanders,2019,11,PHI,NWE,11,38,0,0,85
miles sanders,2019,12,PHI,SEA,12,63,0,0,85
miles sanders,2019,13,PHI,MIA,17,83,0,0,88
miles sanders,2019,14,PHI,NYG,15,45,0,0,57
miles sanders,2019,15,PHI,WAS,19,122,1,0,71
miles sanders,2019,16,PHI,DAL,20,79,1,0,81
miles sanders,2019,17,PHI,NYG,9,52,0,0,31
miles sanders,2020,1,PHI,WAS,0,0,0,0,0
miles sanders,2020,2,PHI,LAR,20,95,1,1,77
miles sanders,2020,3,PHI,CIN,18,95,0,0,78
miles sanders,2020,4,PHI,SFO,13,46,0,0,77
miles sanders,2020,5,PHI,PIT,11,80,2,0,85
miles sanders,2020,6,PHI,BAL,9,118,0,0,40
miles sanders,2020,7,PHI,NYG,0,0,0,0,0
miles sanders,2020,8,PHI,DAL,0,0,0,0,0
miles sanders,2020,10,PHI,NYG,15,85,0,0,72
miles sanders,2020,11,PHI,CLE,16,66,0,1,60
miles sanders,2020,12,PHI,SEA,6,15,0,0,61
miles sanders,2020,13,PHI,GNB,10,31,0,0,56
miles sanders,2020,14,PHI,NOR,14,115,2,0,81
miles sanders,2020,15,PHI,ARI,17,64,0,0,82
miles sanders,2020,16,PHI,DAL,15,57,1,0,78
miles sanders,2020,17,PHI,WAS,0,0,0,0,0
miles sanders,2021,1,PHI,ATL,15,74,0,0,66
miles sanders,2021,2,PHI,SFO,13,55,0,0,67
miles sanders,2021,3,PHI,DAL,2,27,0,0,60
miles sanders,2021,4,PHI,KAN,7,13,0,0,64
miles sanders,2021,5,PHI,CAR,11,45,0,0,75
miles sanders,2021,6,PHI,TAM,9,56,0,0,83
miles sanders,2021,7,PHI,LVR,6,30,0,0,17
miles sanders,2021,8,PHI,DET,0,0,0,0,0
miles sanders,2021,9,PHI,LAC,0,0,0,0,0
miles sanders,2021,10,PHI,DEN,0,0,0,0,0
miles sanders,2021,11,PHI,NOR,16,94,0,1,46
miles sanders,2021,12,PHI,NYG,9,64,0,0,33
miles sanders,2021,13,PHI,NYJ,24,120,0,0,58
antonio gibson,2020,1,WAS,PHI,9,36,0,0,26
antonio gibson,2020,2,WAS,ARI,13,55,1,0,65
antonio gibson,2020,3,WAS,CLE,9,49,1,1,39
antonio gibson,2020,4,WAS,BAL,13,46,1,0,44
antonio gibson,2020,5,WAS,LAR,11,27,0,0,56
antonio gibson,2020,6,WAS,NYG,9,30,0,0,37
antonio gibson,2020,7,WAS,DAL,20,128,1,0,48
antonio gibson,2020,9,WAS,NYG,6,20,1,1,46
antonio gibson,2020,10,WAS,DET,13,45,2,0,38
antonio gibson,2020,11,WAS,CIN,16,94,1,0,53
antonio gibson,2020,12,WAS,DAL,20,115,3,0,65
antonio gibson,2020,13,WAS,PIT,2,14,0,0,6
antonio gibson,2020,14,WAS,SFO,0,0,0,0,0
antonio gibson,2020,15,WAS,SEA,0,0,0,0,0
antonio gibson,2020,16,WAS,CAR,10,61,0,0,30
antonio gibson,2020,17,WAS,PHI,19,75,0,0,59
antonio gibson,2021,1,WAS,LAC,20,90,0,1,65
antonio gibson,2021,2,WAS,NYG,13,69,0,0,61
antonio gibson,2021,3,WAS,BUF,12,31,0,0,57
antonio gibson,2021,4,WAS,ATL,14,63,1,0,55
antonio gibson,2021,5,WAS,NOR,20,60,2,0,57
antonio gibson,2021,6,WAS,KAN,10,44,0,1,39
antonio gibson,2021,7,WAS,GNB,14,51,0,0,42
antonio gibson,2021,8,WAS,DEN,8,34,0,0,33
antonio gibson,2021,10,WAS,TAM,24,64,2,0,63
antonio gibson,2021,11,WAS,CAR,19,95,0,1,49
antonio gibson,2021,12,WAS,SEA,29,111,0,0,68
antonio gibson,2021,13,WAS,LVR,23,88,0,0,82
aaron jones,2017,1,GNB,SEA,0,0,0,0,0
aaron jones,2017,2,GNB,ATL,0,0,0,0,0
aaron jones,2017,3,GNB,CIN,0,0,0,0,0
aaron jones,2017,4,GNB,CHI,13,49,1,0,55
aaron jones,2017,5,GNB,DAL,19,125,1,0,88
aaron jones,2017,6,GNB,MIN,13,41,0,0,65
aaron jones,2017,7,GNB,NOR,17,131,1,0,80
aaron jones,2017,9,GNB,DET,5,12,0,0,34
aaron jones,2017,10,GNB,CHI,3,12,0,0,9
aaron jones,2017,11,GNB,BAL,0,0,0,0,0
aaron jones,2017,12,GNB,PIT,0,0,0,0,0
aaron jones,2017,13,GNB,TAM,1,20,1,0,4
aaron jones,2017,14,GNB,CLE,4,-2,0,0,11
aaron jones,2017,15,GNB,CAR,3,47,0,0,38
aaron jones,2017,16,GNB,MIN,3,13,0,0,6
aaron jones,2017,17,GNB,DET,0,0,0,0,0
aaron jones,2018,1,GNB,CHI,0,0,0,0,0
aaron jones,2018,2,GNB,MIN,0,0,0,0,0
aaron jones,2018,3,GNB,WAS,6,42,0,0,25
aaron jones,2018,4,GNB,BUF,11,65,1,0,38
aaron jones,2018,5,GNB,DET,7,40,0,0,27
aaron jones,2018,6,GNB,SFO,8,41,0,0,27
aaron jones,2018,8,GNB,LAR,12,86,1,0,62
aaron jones,2018,9,GNB,NWE,14,75,0,1,58
aaron jones,2018,10,GNB,MIA,15,145,2,0,74
aaron jones,2018,11,GNB,SEA,11,40,1,0,90
aaron jones,2018,12,GNB,MIN,17,72,1,0,75
aaron jones,2018,13,GNB,ARI,11,36,1,0,51
aaron jones,2018,14,GNB,ATL,17,78,1,0,65
aaron jones,2018,15,GNB,CHI,4,8,0,0,10
aaron jones,2018,16,GNB,NYJ,0,0,0,0,0
aaron jones,2018,17,GNB,DET,0,0,0,0,0
aaron jones,2019,1,GNB,CHI,13,39,0,0,61
aaron jones,2019,2,GNB,MIN,23,116,1,0,59
aaron jones,2019,3,GNB,DEN,10,19,2,0,39
aaron jones,2019,4,GNB,PHI,13,21,1,0,84
aaron jones,2019,5,GNB,DAL,19,107,4,0,67
aaron jones,2019,6,GNB,DET,11,47,0,1,49
aaron jones,2019,7,GNB,LVR,12,50,0,0,57
aaron jones,2019,8,GNB,KAN,13,67,0,0,63
aaron jones,2019,9,GNB,LAC,8,30,0,0,60
aaron jones,2019,10,GNB,CAR,13,93,3,0,50
aaron jones,2019,12,GNB,SFO,13,38,0,0,52
aaron jones,2019,13,GNB,NYG,11,18,0,0,58
aaron jones,2019,14,GNB,WAS,16,134,1,0,58
aaron jones,2019,15,GNB,CHI,13,51,2,0,59
aaron jones,2019,16,GNB,MIN,23,154,2,1,68
aaron jones,2019,17,GNB,DET,25,100,0,0,85
aaron jones,2020,1,GNB,MIN,16,66,1,0,54
aaron jones,2020,2,GNB,DET,18,168,2,0,48
aaron jones,2020,3,GNB,NOR,16,69,1,0,71
aaron jones,2020,4,GNB,ATL,15,71,0,0,52
aaron jones,2020,6,GNB,TAM,10,15,1,0,57
aaron jones,2020,7,GNB,HOU,0,0,0,0,0
aaron jones,2020,8,GNB,MIN,0,0,0,0,0
aaron jones,2020,9,GNB,SFO,15,58,0,0,61
aaron jones,2020,10,GNB,JAX,13,46,0,0,63
aaron jones,2020,11,GNB,IND,10,41,1,0,50
aaron jones,2020,12,GNB,CHI,17,90,0,0,54
aaron jones,2020,13,GNB,PHI,15,130,1,0,66
aaron jones,2020,14,GNB,DET,15,69,0,0,70
aaron jones,2020,15,GNB,CAR,20,145,1,0,90
aaron jones,2020,16,GNB,TEN,10,94,0,0,38
aaron jones,2020,17,GNB,CHI,11,42,1,0,70
aaron jones,2021,1,GNB,NOR,5,9,0,0,49
aaron jones,2021,2,GNB,DET,17,67,1,0,69
aaron jones,2021,3,GNB,SFO,19,82,1,0,73
aaron jones,2021,4,GNB,PIT,15,48,0,1,63
aaron jones,2021,5,GNB,CIN,14,103,0,0,69
aaron jones,2021,6,GNB,CHI,13,76,0,0,59
aaron jones,2021,7,GNB,WAS,6,19,0,0,73
aaron jones,2021,8,GNB,ARI,15,59,1,0,66
aaron jones,2021,9,GNB,KAN,12,53,0,0,63
aaron jones,2021,10,GNB,SEA,7,25,0,0,46
aaron jones,2021,11,GNB,MIN,0,0,0,0,0
aaron jones,2021,12,GNB,LAR,10,23,0,0,49
deandre swift,2020,1,DET,CHI,3,8,1,0,44
deandre swift,2020,2,DET,GNB,5,12,0,0,34
deandre swift,2020,3,DET,ARI,0,0,0,0,9
deandre swift,2020,4,DET,NOR,4,22,0,0,38
deandre swift,2020,6,DET,JAX,14,116,2,0,38
deandre swift,2020,7,DET,ATL,9,27,1,0,46
deandre swift,2020,8,DET,IND,6,1,0,0,62
deandre swift,2020,9,DET,MIN,13,64,0,0,40
deandre swift,2020,10,DET,WAS,16,81,0,0,73
deandre swift,2020,11,DET,CAR,0,0,0,0,0
deandre swift,2020,12,DET,HOU,0,0,0,0,0
deandre swift,2020,13,DET,CHI,0,0,0,0,0
deandre swift,2020,14,DET,GNB,7,24,1,0,54
deandre swift,2020,15,DET,TEN,15,67,2,1,65
deandre swift,2020,16,DET,TAM,10,45,0,1,68
deandre swift,2020,17,DET,MIN,12,54,1,0,57
deandre swift,2021,1,DET,SFO,11,39,0,0,68
deandre swift,2021,2,DET,GNB,8,37,0,0,63
deandre swift,2021,3,DET,BAL,14,47,1,0,56
deandre swift,2021,4,DET,CHI,8,16,0,0,73
deandre swift,2021,5,DET,MIN,11,51,1,0,74
deandre swift,2021,6,DET,CIN,13,24,1,0,78
deandre swift,2021,7,DET,LAR,13,48,0,0,75
deandre swift,2021,8,DET,PHI,12,27,0,1,71
deandre swift,2021,10,DET,PIT,33,130,0,0,93
deandre swift,2021,11,DET,CLE,14,136,1,0,73
deandre swift,2021,12,DET,CHI,3,0,0,0,20
deandre swift,2021,13,DET,MIN,0,0,0,0,0
dalvin cook,2017,1,MIN,NOR,22,127,0,0,78
dalvin cook,2017,2,MIN,PIT,12,64,0,0,57
dalvin cook,2017,3,MIN,TAM,27,97,1,0,73
dalvin cook,2017,4,MIN,DET,13,66,1,1,48
dalvin cook,2017,5,MIN,CHI,0,0,0,0,0
dalvin cook,2017,6,MIN,GNB,0,0,0,0,0
dalvin cook,2017,7,MIN,BAL,0,0,0,0,0
dalvin cook,2017,8,MIN,CLE,0,0,0,0,0
dalvin cook,2017,10,MIN,WAS,0,0,0,0,0
dalvin cook,2017,11,MIN,LAR,0,0,0,0,0
dalvin cook,2017,12,MIN,DET,0,0,0,0,0
dalvin cook,2017,13,MIN,ATL,0,0,0,0,0
dalvin cook,2017,14,MIN,CAR,0,0,0,0,0
dalvin cook,2017,15,MIN,CIN,0,0,0,0,0
dalvin cook,2017,16,MIN,GNB,0,0,0,0,0
dalvin cook,2017,17,MIN,CHI,0,0,0,0,0
dalvin cook,2018,1,MIN,SFO,16,40,0,1,80
dalvin cook,2018,2,MIN,GNB,10,38,0,0,68
dalvin cook,2018,3,MIN,BUF,0,0,0,0,0
dalvin cook,2018,4,MIN,LAR,10,20,0,0,24
dalvin cook,2018,5,MIN,PHI,0,0,0,0,0
dalvin cook,2018,6,MIN,ARI,0,0,0,0,0
dalvin cook,2018,7,MIN,NYJ,0,0,0,0,0
dalvin cook,2018,8,MIN,NOR,0,0,0,0,0
dalvin cook,2018,9,MIN,DET,10,89,0,0,57
dalvin cook,2018,11,MIN,CHI,9,12,0,1,88
dalvin cook,2018,12,MIN,GNB,10,29,0,0,59
dalvin cook,2018,13,MIN,NWE,9,84,0,0,77
dalvin cook,2018,14,MIN,SEA,13,55,0,0,86
dalvin cook,2018,15,MIN,MIA,19,136,2,0,61
dalvin cook,2018,16,MIN,DET,16,73,0,0,75
dalvin cook,2018,17,MIN,CHI,11,39,0,0,93
dalvin cook,2019,1,MIN,ATL,21,111,2,0,67
dalvin cook,2019,2,MIN,GNB,20,154,1,0,72
dalvin cook,2019,3,MIN,LVR,16,110,1,0,60
dalvin cook,2019,4,MIN,CHI,14,35,1,0,78
dalvin cook,2019,5,MIN,NYG,21,132,0,1,64
dalvin cook,2019,6,MIN,PHI,16,41,1,0,62
dalvin cook,2019,7,MIN,DET,25,142,2,0,70
dalvin cook,2019,8,MIN,WAS,23,98,1,0,71
dalvin cook,2019,9,MIN,KAN,21,71,0,0,81
dalvin cook,2019,10,MIN,DAL,26,97,1,0,78
dalvin cook,2019,11,MIN,DEN,11,26,1,0,81
dalvin cook,2019,13,MIN,SEA,9,29,1,1,44
dalvin cook,2019,14,MIN,DET,18,62,1,0,46
dalvin cook,2019,15,MIN,LAC,9,27,0,0,43
dalvin cook,2019,16,MIN,GNB,0,0,0,0,0
dalvin cook,2019,17,MIN,CHI,0,0,0,0,0
dalvin cook,2020,1,MIN,GNB,12,50,2,0,58
dalvin cook,2020,2,MIN,IND,14,63,1,0,80
dalvin cook,2020,3,MIN,TEN,22,181,1,1,74
dalvin cook,2020,4,MIN,HOU,27,130,2,0,74
dalvin cook,2020,5,MIN,SEA,17,65,1,0,41
dalvin cook,2020,6,MIN,ATL,0,0,0,0,0
dalvin cook,2020,8,MIN,GNB,30,163,3,0,88
dalvin cook,2020,9,MIN,DET,22,206,2,0,66
dalvin cook,2020,10,MIN,CHI,30,96,0,0,80
dalvin cook,2020,11,MIN,DAL,27,115,1,1,80
dalvin cook,2020,12,MIN,CAR,18,61,0,1,63
dalvin cook,2020,13,MIN,JAX,32,120,0,0,87
dalvin cook,2020,14,MIN,TAM,22,102,1,0,68
dalvin cook,2020,15,MIN,CHI,24,132,1,0,76
dalvin cook,2020,16,MIN,NOR,15,73,1,0,58
dalvin cook,2020,17,MIN,DET,0,0,0,0,0
dalvin cook,2021,1,MIN,CIN,20,61,1,1,71
dalvin cook,2021,2,MIN,ARI,22,131,0,0,77
dalvin cook,2021,3,MIN,SEA,0,0,0,0,0
dalvin cook,2021,4,MIN,CLE,9,34,0,0,49
dalvin cook,2021,5,MIN,DET,0,0,0,0,0
dalvin cook,2021,6,MIN,CAR,29,140,1,0,74
dalvin cook,2021,8,MIN,DAL,18,78,0,0,71
dalvin cook,2021,9,MIN,BAL,17,110,0,0,80
dalvin cook,2021,10,MIN,LAC,24,94,1,0,82
dalvin cook,2021,11,MIN,GNB,22,86,1,0,76
dalvin cook,2021,12,MIN,SFO,10,39,0,1,53
dalvin cook,2021,13,MIN,DET,0,0,0,0,0
david montgomery,2019,1,CHI,GNB,6,18,0,0,38
david montgomery,2019,2,CHI,DEN,18,62,1,0,45
david montgomery,2019,3,CHI,WAS,13,67,0,0,65
david montgomery,2019,4,CHI,MIN,21,53,0,0,69
david montgomery,2019,5,CHI,LVR,11,25,1,0,54
david montgomery,2019,7,CHI,NOR,2,6,0,1,47
david montgomery,2019,8,CHI,LAC,27,135,1,0,74
david montgomery,2019,9,CHI,PHI,14,40,2,0,73
david montgomery,2019,10,CHI,DET,17,60,0,0,61
