name,year,week,team,opponent,attempts,yds,tds,fl,run,game
nick chubb,2018,7,CLE,TAM,18,80,1,0,66,7
nick chubb,2018,8,CLE,PIT,18,65,0,0,48,8
nick chubb,2018,9,CLE,KAN,22,85,1,0,49,9
nick chubb,2018,10,CLE,ATL,20,176,1,0,79,10
nick chubb,2018,12,CLE,CIN,28,84,1,0,72,11
nick chubb,2018,13,CLE,HOU,9,31,1,0,47,12
nick chubb,2018,14,CLE,CAR,13,66,1,0,63,13
nick chubb,2018,15,CLE,DEN,20,100,0,0,60,14
nick chubb,2018,16,CLE,CIN,19,112,0,0,57,15
nick chubb,2018,17,CLE,BAL,9,24,0,0,37,16
nick chubb,2019,1,CLE,TEN,17,75,0,0,70,17
nick chubb,2019,2,CLE,NYJ,18,62,1,0,63,18
nick chubb,2019,3,CLE,LAR,23,96,0,0,99,19
nick chubb,2019,4,CLE,BAL,20,165,3,0,63,20
nick chubb,2019,5,CLE,SFO,16,87,0,0,83,21
nick chubb,2019,6,CLE,SEA,20,122,2,1,87,22
nick chubb,2019,8,CLE,NWE,20,131,0,2,65,23
nick chubb,2019,9,CLE,DEN,20,65,0,0,60,24
nick chubb,2019,10,CLE,BUF,20,116,0,0,81,25
nick chubb,2019,11,CLE,PIT,27,92,0,0,73,26
nick chubb,2019,12,CLE,MIA,21,106,1,0,57,27
nick chubb,2019,13,CLE,PIT,16,58,0,0,59,28
nick chubb,2019,14,CLE,CIN,15,106,0,0,70,29
nick chubb,2019,15,CLE,ARI,17,127,1,0,50,30
nick chubb,2019,16,CLE,BAL,15,45,0,0,65,31
nick chubb,2019,17,CLE,CIN,13,41,0,0,57,32
nick chubb,2020,1,CLE,BAL,10,60,0,1,48,33
nick chubb,2020,2,CLE,CIN,22,124,2,0,62,34
nick chubb,2020,3,CLE,WAS,19,108,2,0,54,35
nick chubb,2020,4,CLE,DAL,6,43,0,0,18,36
nick chubb,2020,5,CLE,IND,0,0,0,0,0,37
nick chubb,2020,6,CLE,PIT,0,0,0,0,0,38
nick chubb,2020,7,CLE,CIN,0,0,0,0,0,39
nick chubb,2020,8,CLE,LVR,0,0,0,0,0,40
nick chubb,2020,10,CLE,HOU,19,126,1,0,43,41
nick chubb,2020,11,CLE,PHI,20,114,0,0,45,42
nick chubb,2020,12,CLE,JAX,19,144,1,0,61,43
nick chubb,2020,13,CLE,TEN,18,80,1,0,49,44
nick chubb,2020,14,CLE,BAL,17,82,2,0,52,45
nick chubb,2020,15,CLE,NYG,15,50,1,0,59,46
nick chubb,2020,16,CLE,NYJ,11,28,1,0,58,47
nick chubb,2020,17,CLE,PIT,14,108,1,0,44,48
nick chubb,2021,1,CLE,KAN,15,83,2,1,53,49
nick chubb,2021,2,CLE,HOU,11,95,1,0,57,50
nick chubb,2021,3,CLE,CHI,22,84,0,0,49,51
nick chubb,2021,4,CLE,MIN,21,100,0,0,47,52
nick chubb,2021,5,CLE,LAC,21,161,1,0,56,53
nick chubb,2021,6,CLE,ARI,0,0,0,0,0,54
nick chubb,2021,7,CLE,DEN,0,0,0,0,0,55
nick chubb,2021,8,CLE,PIT,16,61,0,0,56,56
nick chubb,2021,9,CLE,CIN,14,137,2,0,56,57
nick chubb,2021,10,CLE,NWE,0,0,0,0,0,58
nick chubb,2021,11,CLE,DET,22,130,0,0,57,59
nick chubb,2021,12,CLE,BAL,8,16,0,0,50,60
joe mixon,2017,1,CIN,BAL,8,9,0,0,36,1
joe mixon,2017,2,CIN,HOU,9,36,0,0,25,2
joe mixon,2017,3,CIN,GNB,18,62,0,0,56,3
joe mixon,2017,4,CIN,CLE,17,29,0,0,48,4
joe mixon,2017,5,CIN,BUF,15,51,1,0,55,5
joe mixon,2017,7,CIN,PIT,7,48,0,0,43,6
joe mixon,2017,8,CIN,IND,11,18,0,1,62,7
joe mixon,2017,9,CIN,JAX,13,31,1,0,72,8
joe mixon,2017,10,CIN,TEN,9,37,1,0,61,9
joe mixon,2017,11,CIN,DEN,20,49,0,0,64,10
joe mixon,2017,12,CIN,CLE,23,114,1,0,75,11
joe mixon,2017,13,CIN,PIT,7,34,0,0,27,12
joe mixon,2017,14,CIN,CHI,0,0,0,0,0,13
joe mixon,2017,15,CIN,MIN,0,0,0,0,0,14
joe mixon,2017,16,CIN,DET,3,12,0,0,7,15
joe mixon,2017,17,CIN,BAL,18,96,0,1,32,16
joe mixon,2018,1,CIN,IND,17,95,1,0,79,17
joe mixon,2018,2,CIN,BAL,21,84,0,0,51,18
joe mixon,2018,3,CIN,CAR,0,0,0,0,0,19
joe mixon,2018,4,CIN,ATL,0,0,0,0,0,20
joe mixon,2018,5,CIN,MIA,22,93,0,0,78,21
joe mixon,2018,6,CIN,PIT,11,64,1,0,69,22
joe mixon,2018,7,CIN,KAN,13,50,0,0,77,23
joe mixon,2018,8,CIN,TAM,21,123,2,0,83,24
joe mixon,2018,10,CIN,NOR,11,61,0,0,67,25
joe mixon,2018,11,CIN,BAL,12,14,1,0,62,26
joe mixon,2018,12,CIN,CLE,14,89,0,0,72,27
joe mixon,2018,13,CIN,DEN,12,82,0,0,57,28
joe mixon,2018,14,CIN,LAC,26,111,1,0,70,29
joe mixon,2018,15,CIN,LVR,27,129,2,0,65,30
joe mixon,2018,16,CIN,CLE,17,68,0,0,81,31
joe mixon,2018,17,CIN,PIT,13,105,0,0,65,32
joe mixon,2019,1,CIN,SEA,6,10,0,0,37,33
joe mixon,2019,2,CIN,SFO,11,17,0,0,55,34
joe mixon,2019,3,CIN,BUF,15,60,0,0,58,35
joe mixon,2019,4,CIN,PIT,15,62,0,0,64,36
joe mixon,2019,5,CIN,ARI,19,93,0,0,62,37
joe mixon,2019,6,CIN,BAL,8,10,0,0,49,38
joe mixon,2019,7,CIN,JAX,10,2,0,0,54,39
joe mixon,2019,8,CIN,LAR,17,66,0,0,53,40
joe mixon,2019,10,CIN,BAL,30,114,0,0,75,41
joe mixon,2019,11,CIN,LVR,15,86,1,0,62,42
joe mixon,2019,12,CIN,PIT,18,79,0,0,68,43
joe mixon,2019,13,CIN,NYJ,19,44,1,0,80,44
joe mixon,2019,14,CIN,CLE,23,146,1,0,59,45
joe mixon,2019,15,CIN,NWE,25,136,0,0,67,46
joe mixon,2019,16,CIN,MIA,21,50,0,0,43,47
joe mixon,2019,17,CIN,CLE,26,162,2,0,74,48
joe mixon,2020,1,CIN,LAC,19,69,0,1,59,49
joe mixon,2020,2,CIN,CLE,16,46,0,0,50,50
joe mixon,2020,3,CIN,PHI,17,49,0,0,72,51
joe mixon,2020,4,CIN,JAX,25,151,2,0,83,52
joe mixon,2020,5,CIN,BAL,24,59,0,0,76,53
joe mixon,2020,6,CIN,IND,18,54,1,0,53,54
joe mixon,2020,7,CIN,CLE,0,0,0,0,0,55
joe mixon,2020,8,CIN,TEN,0,0,0,0,0,56
joe mixon,2020,10,CIN,PIT,0,0,0,0,0,57
joe mixon,2020,11,CIN,WAS,0,0,0,0,0,58
joe mixon,2020,12,CIN,NYG,0,0,0,0,0,59
joe mixon,2020,13,CIN,MIA,0,0,0,0,0,60
joe mixon,2020,14,CIN,DAL,0,0,0,0,0,61
joe mixon,2020,15,CIN,PIT,0,0,0,0,0,62
joe mixon,2020,16,CIN,HOU,0,0,0,0,0,63
joe mixon,2020,17,CIN,BAL,0,0,0,0,0,64
joe mixon,2021,1,CIN,MIN,29,127,1,0,78,65
joe mixon,2021,2,CIN,CHI,20,69,0,0,84,66
joe mixon,2021,3,CIN,PIT,18,90,0,0,74,67
joe mixon,2021,4,CIN,JAX,16,67,1,0,69,68
joe mixon,2021,5,CIN,GNB,10,33,1,0,28,69
joe mixon,2021,6,CIN,DET,18,94,0,0,63,70
joe mixon,2021,7,CIN,BAL,12,59,1,0,54,71
joe mixon,2021,8,CIN,NYJ,14,33,1,0,76,72
joe mixon,2021,9,CIN,CLE,13,64,2,0,63,73
joe mixon,2021,11,CIN,LVR,30,123,2,0,72,74
joe mixon,2021,12,CIN,PIT,28,165,2,0,72,75
joe mixon,2021,13,CIN,LAC,19,54,1,1,66,76
